Lower Super Output Area,Names,Age 16-29,No cars or vans (%),Public Transport Accessibility Levels,Non-English speaking(%),Income estimate,One person household(%),Private rented (%),No usual residents (%),High qualification Level (%)
E01001857,Hammersmith and Fulham 007D,402,75.7,7.8,21.1,33576,44.6,27.7,3.2,38.7
E01001859,Hammersmith and Fulham 008A,625,50.7,2.9,21.2,42894,35.4,26,5.5,49.2
E01001865,Hammersmith and Fulham 008B,389,42.2,2.9,11.4,58875,31.3,31.3,3.7,50.4
E01001927,Hammersmith and Fulham 008C,240,28.7,3.1,7.4,85631,28.5,25.5,4,58.9
E01001930,Hammersmith and Fulham 008D,363,54.2,3.7,11.2,48293,47.6,26.4,5.8,49
E01001895,Hammersmith and Fulham 009A,417,47.6,4.1,9.6,55748,32.5,32.5,2.9,51.1
E01001896,Hammersmith and Fulham 009B,539,59.2,5.1,13.9,45146,39.5,33,3.6,44.5
E01001897,Hammersmith and Fulham 009C,226,43.5,4.8,13.2,73797,33,30,9,59.5
E01001929,Hammersmith and Fulham 009D,210,37.7,5.3,6.5,79367,40.4,27,2.1,64
E01001851,Hammersmith and Fulham 010A,313,41.5,5.7,14.2,82506,33.9,33.6,1.7,63.2
E01001855,Hammersmith and Fulham 010B,442,58.5,5.3,16.6,61905,44.4,41.3,3.8,61.6
E01001856,Hammersmith and Fulham 010C,451,59.3,6.4,20.1,46966,36.6,36.2,1.7,50.1
E01001869,Hammersmith and Fulham 010D,216,40.1,6.3,13.4,90272,36.8,36.4,7,63.5
E01001873,Hammersmith and Fulham 010E,359,61.1,4.4,18,46441,38.2,31.6,2.4,50.2
E01001928,Hammersmith and Fulham 011A,282,49.7,4.4,15.1,60322,34.2,27.6,1.6,51.6
E01001931,Hammersmith and Fulham 011B,334,58.4,4.6,22.7,43652,42,41,4.2,55.9
E01001932,Hammersmith and Fulham 011C,453,56,3.9,17.3,48453,38.4,42.9,2.9,54.8
E01001933,Hammersmith and Fulham 011D,236,43.6,3.5,10.9,61984,41.7,24.4,4.8,55.3
E01001866,Hammersmith and Fulham 012A,464,54.4,6.8,24.7,61228,37.6,42.5,7,56.2
E01001867,Hammersmith and Fulham 012B,469,65.5,6.6,24.2,49091,43.3,43,5,54.1
E01001868,Hammersmith and Fulham 012C,369,70,6.2,23.7,34177,39.6,27.2,9.5,30.3
E01001870,Hammersmith and Fulham 012D,739,68.5,5.6,26.2,48134,45,53.3,4.5,60.5
E01001871,Hammersmith and Fulham 012E,532,56,6.3,22.5,62801,41.5,44.2,11.7,57
E01001872,Hammersmith and Fulham 012F,490,64,6.2,22,57470,42.8,44.5,6.3,58.6
E01001893,Hammersmith and Fulham 013A,369,66.1,6.9,16.3,36628,31.2,20.4,4.5,34
E01001894,Hammersmith and Fulham 013B,377,65.3,6.1,16.9,40860,45.7,28.7,5.8,43.7
E01001898,Hammersmith and Fulham 013C,453,59.8,7.1,16.6,53933,38.7,45.8,6.1,54.8
E01001899,Hammersmith and Fulham 013D,318,71.9,7,19.7,35213,44.6,17.7,1.7,31.3
E01001900,Hammersmith and Fulham 013E,534,67.5,6.8,17.7,42431,36.5,27,2.2,40.8
E01001889,Hammersmith and Fulham 014A,473,48.9,4.7,11.3,63841,33.2,32,2.5,59.2
E01001910,Hammersmith and Fulham 014B,460,69.5,5.2,22.1,54305,49.8,47.4,2.4,60.5
E01001913,Hammersmith and Fulham 014C,615,51.3,4.5,12.9,78129,39.3,49.5,2.6,74.6
E01001914,Hammersmith and Fulham 014D,694,71.9,5.3,24.9,47864,44.1,52.9,8.7,57.1
E01001885,Hammersmith and Fulham 015A,264,70.3,4.9,23.4,28438,33.8,9.5,12.5,22.5
E01001908,Hammersmith and Fulham 015B,600,70.1,5.1,28.3,50617,45.1,56,3.8,58.1
E01001909,Hammersmith and Fulham 015C,555,57.5,5.3,17.7,46342,35.9,32.4,1.9,49.5
E01001911,Hammersmith and Fulham 015D,450,67,5.3,22.2,34202,36.5,16.5,1.1,35.7
E01001912,Hammersmith and Fulham 015E,440,63,6,25.5,33268,32.3,21.2,1.8,28.6
E01001886,Hammersmith and Fulham 016A,474,56.1,3.5,17.4,41070,31.8,25.3,0.8,40.3
E01001887,Hammersmith and Fulham 016B,511,59.9,3.9,11.2,41895,38.3,27.4,0.6,43.5
E01001890,Hammersmith and Fulham 016C,721,71.8,4.5,22.7,46922,56.4,29.8,2.6,57.4
E01001892,Hammersmith and Fulham 016D,402,58.8,3.4,14.2,40380,37.5,20,1.1,41.6
E01001880,Hammersmith and Fulham 017A,388,60.1,5.1,18.4,48413,44,33.2,4.9,48
E01001881,Hammersmith and Fulham 017B,513,53.6,5.6,15.1,68743,29.4,40.5,3.9,58.6
E01001882,Hammersmith and Fulham 017C,687,50.7,4.8,15.5,69155,29.3,43.6,6.4,60.9
E01001883,Hammersmith and Fulham 017D,503,63.9,6.7,18.8,45707,43.1,37.1,4.8,45.8
E01001884,Hammersmith and Fulham 017E,519,67.8,6.6,18.3,45169,48.3,30.1,5.8,45.4
E01001888,Hammersmith and Fulham 018A,471,43.6,3.7,7.5,62766,28.6,23.6,1.7,54.1
E01001891,Hammersmith and Fulham 018B,864,58.1,5.1,20.3,58316,34.4,53.2,6.4,59.2
E01001917,Hammersmith and Fulham 018C,318,47.1,3.2,8.2,60859,40.1,26.3,3.8,49.5
E01001918,Hammersmith and Fulham 018D,343,35,3.1,7.9,67755,28.3,24.4,2.4,54.9
E01001919,Hammersmith and Fulham 018E,276,30.8,3,11.7,78875,31.8,21.6,6,54.8
E01001879,Hammersmith and Fulham 019A,506,55.5,3.7,16.7,46524,38.7,30.8,3.7,43.9
E01001901,Hammersmith and Fulham 019B,400,38.8,3.7,12.1,77743,34.2,32.7,7.8,58.3
E01001902,Hammersmith and Fulham 019C,594,52.9,3.2,12.4,51996,36.1,42.8,4.1,54.1
E01001903,Hammersmith and Fulham 019D,511,52.6,3.8,13.1,42538,32.9,27,2.2,42
E01001920,Hammersmith and Fulham 020A,401,68.5,5.9,16.4,42482,55,25.6,5.2,40
E01001921,Hammersmith and Fulham 020B,393,48.6,6,12.7,70472,36.2,32.1,7.7,55.8
E01001922,Hammersmith and Fulham 020C,341,30.7,4,12.4,86974,32.9,29.5,4.8,57.5
E01001923,Hammersmith and Fulham 020D,378,41.7,5.2,9.8,69878,34.3,29.1,4.5,56
E01001924,Hammersmith and Fulham 020E,384,36.8,4.3,11.9,93266,28.3,32.9,9.3,65.4
E01001947,Hammersmith and Fulham 021A,363,67.5,4.7,18.6,31364,32.1,12.2,2,29.6
E01001948,Hammersmith and Fulham 021B,534,49.1,4.1,13.6,69654,37.9,35.5,4.9,62.5
E01001949,Hammersmith and Fulham 021C,407,42.2,4,12.5,81746,29.3,43.3,6.8,64.2
E01001950,Hammersmith and Fulham 021D,436,37.3,4.7,13.1,86187,26.3,40.1,6.1,67.2
E01001951,Hammersmith and Fulham 021E,478,49.1,4.6,11.8,64532,36.7,34.9,4.2,60.7
E01001953,Hammersmith and Fulham 021F,484,66.4,5.4,17.4,46370,35.4,41.8,7.4,49.9
E01001904,Hammersmith and Fulham 022A,450,39.4,3.5,12.8,71114,30.4,35.5,4.1,60.1
E01001905,Hammersmith and Fulham 022B,471,42,3.5,10.1,75033,31.7,36.3,3.4,60.3
E01001906,Hammersmith and Fulham 022C,486,42.5,3.7,10.2,70813,31.1,37.5,2.5,64.1
E01001907,Hammersmith and Fulham 022D,292,37.3,4.6,12.1,77483,33.4,33.2,5.2,61.4
E01001935,Hammersmith and Fulham 023A,620,43.5,3.4,8.6,59128,31.6,27,5.2,53.4
E01001939,Hammersmith and Fulham 023C,730,49.7,3.7,13.7,47431,41.2,18,7.3,36.2
E01032788,Hammersmith and Fulham 023D,328,51,3.8,10.1,47079,31.9,28.6,8.5,48.4
E01032789,Hammersmith and Fulham 023E,330,59.7,4,27.3,53697,44.2,33.1,7.4,59.1
E01032790,Hammersmith and Fulham 023F,238,47.4,3.8,21.4,58892,42.7,33.8,11.6,51.5
E01001915,Hammersmith and Fulham 024A,263,35.4,4.2,10.5,83518,34.2,26.5,4.6,61.7
E01001916,Hammersmith and Fulham 024B,218,31.1,5.4,8.3,89271,42.7,27,9.9,60.7
E01001926,Hammersmith and Fulham 024C,337,31,4,8.6,89936,30.8,30.8,5.3,63.4
E01001952,Hammersmith and Fulham 024D,607,59.3,5.3,11.4,60061,39.1,47.6,6,63.9
E01001925,Hammersmith and Fulham 025A,281,30.3,3.4,14.7,97121,29.2,26.9,5.5,58.1
E01001934,Hammersmith and Fulham 025B,404,49.6,2.5,15.6,44711,34.5,21.5,1.5,39
E01001937,Hammersmith and Fulham 025C,499,35.1,3,10.9,75539,30,37.4,2.8,58.4
E01001938,Hammersmith and Fulham 025D,362,49.8,3.3,12.2,43135,28.6,17.2,0.6,40.6
E01001969,Haringey 001A,444,56.1,4.6,25.3,33951,37.5,39.3,1.3,37.1
E01001971,Haringey 001B,455,63.4,5.3,25.9,26633,32.1,18,0.8,24.9
E01001974,Haringey 001C,548,54.2,5.4,26.8,38696,34.9,45.2,3.3,43.9
E01001975,Haringey 001D,449,50.5,4.1,28,38943,36.5,45.2,3.2,40.5
E01002036,Haringey 002A,341,58.1,4.2,33.6,24717,34.4,24.6,5.5,18.1
E01002037,Haringey 002B,351,62.7,3.1,33,24164,39.5,31,5.2,19.2
E01002039,Haringey 002C,346,61,3.4,32.2,20110,31,10.2,0.9,17.1
E01002040,Haringey 002D,454,54.1,3.8,28.1,27569,26.9,29.5,10.2,20.7
E01001962,Haringey 004A,276,25.4,3,13.9,55057,22.9,16.2,1.4,51.4
E01001970,Haringey 004B,538,49.9,5.1,26.4,31456,25.4,28.2,1,33.5
E01001972,Haringey 004C,355,50.6,5.1,19.5,34164,38.5,23.2,1.2,37.6
E01001973,Haringey 004D,471,41.5,4.6,23.8,44516,30.1,26.9,3,42
E01002090,Haringey 005A,344,32.4,1.9,26.4,29747,19.2,18.6,1.3,19.2
E01002093,Haringey 005B,333,51,3.3,22.3,25348,26.2,13,1.5,16.6
E01002096,Haringey 005C,333,50.8,3.7,21.8,27027,27.8,9.8,1.5,22.1
E01002097,Haringey 005D,325,52.4,4,26.7,27622,19.1,16.4,1.7,22.7
E01002091,Haringey 006A,378,48.8,3.4,28.2,23756,28.5,13.4,2.8,16.2
E01002092,Haringey 006B,369,61,3.7,31.5,26378,33.4,38.9,1,24.9
E01002094,Haringey 006C,326,46.4,3.1,24.4,27541,19,16.5,1.3,22.7
E01002095,Haringey 006D,339,54.1,3.2,22.5,27607,24.8,18,2.9,22.3
E01002098,Haringey 007A,294,50.7,6.9,15.1,40743,36.3,35.9,1.5,47.3
E01002101,Haringey 007B,478,46.1,3.1,29.2,34317,26.6,38.8,3.7,30.8
E01002102,Haringey 007C,486,54.8,3.9,29.5,34258,30.2,48.1,1.7,38.4
E01002105,Haringey 007D,615,67.8,6.7,37.2,31143,32.2,52.8,1.9,35.1
E01002099,Haringey 008A,513,64,5.5,32.8,24478,33.1,21.5,1.5,23.7
E01002100,Haringey 008B,463,48.2,4,33.1,29763,23.8,27.8,2.7,27.8
E01002103,Haringey 008C,501,49.7,4.1,30.5,33325,24.6,36.8,1.7,30.9
E01002104,Haringey 008D,331,45.3,3.3,23.4,32271,21.4,22.8,2.3,32.9
E01001963,Haringey 009A,236,20.8,3,7.1,71991,24.5,19.4,1.1,60
E01001964,Haringey 009B,306,36.6,3.9,11.8,58366,28.8,32.7,2.6,56.5
E01001965,Haringey 009C,211,23.1,3.8,8.1,68950,25.4,17.5,1.4,63.2
E01001966,Haringey 009D,255,18.5,2.6,6.2,75973,21.3,19.8,1.3,58.4
E01002027,Haringey 010A,436,57.1,4.9,29,32607,24.3,30.4,1.8,35.7
E01002028,Haringey 010B,507,53.3,4.1,21.7,32822,22.6,30.1,1.4,36.2
E01002032,Haringey 010C,448,63.1,5.3,27.3,27977,35.8,20.3,2.6,28.4
E01002033,Haringey 010D,416,60.4,6.6,26.9,29321,25.1,24,0.7,28.5
E01001976,Haringey 011A,326,57.8,4.9,29.1,29083,30.9,31.2,7.2,25.2
E01001977,Haringey 011B,334,63.5,3.5,27.8,27766,30.2,31.4,7.9,22.5
E01001978,Haringey 011C,418,66.9,6,27.2,27321,39.8,29.9,4.1,24.2
E01001979,Haringey 011D,619,64.3,6.3,35.1,25026,30.5,33.2,3.6,24.7
E01002074,Haringey 012A,400,62.7,4.4,25.1,25391,32.5,25.9,2.1,20.4
E01002077,Haringey 012B,639,59,5.9,28.4,23674,23.6,22.7,4.3,17.7
E01002079,Haringey 012C,346,49,4.5,35.3,31081,16.9,34.7,2.5,25.7
E01002081,Haringey 012D,536,63.3,6.7,29.9,22182,36.4,22.8,3.1,18.8
E01002082,Haringey 013A,335,56.5,2.6,27.6,22581,28.7,8.1,0,16.9
E01002086,Haringey 013B,403,49.3,2.5,29.1,29366,32.1,24.1,5.5,28.4
E01002088,Haringey 013C,456,48,3.9,29.9,33480,28.8,33.1,1.4,34.3
E01002089,Haringey 013D,329,69.1,2.2,34.9,20792,41.1,6.1,0.3,15.9
E01001967,Haringey 014A,270,23.4,2.8,8.5,75039,27.3,21.6,3.7,60.3
E01001968,Haringey 014B,351,39.1,3.7,12.6,62357,33.9,38.9,2.3,59.4
E01001996,Haringey 014C,272,37,3.1,10,60257,33.2,35,2.5,56.4
E01001997,Haringey 014D,404,47.3,4.1,10,61235,38.9,54.5,3.8,62.9
E01002075,Haringey 015A,556,54.8,3.2,23.7,26607,27.1,23.5,5.9,23.2
E01002076,Haringey 015B,494,53.4,3,29.7,26432,23.5,29.6,1.5,22.8
E01002078,Haringey 015C,464,57.5,3.9,26.3,28241,38.3,22,2,28
E01002080,Haringey 015D,522,52.5,5.8,28,31231,22.9,34.3,2.5,28.9
E01002026,Haringey 016A,407,68.4,7,30.5,24696,42.3,14.2,0.8,26.4
E01002029,Haringey 016B,552,69.7,7,30.7,29500,40.5,23.5,2.4,33
E01002030,Haringey 016C,405,55.6,6.1,28.4,35565,31,40,2.1,40.8
E01002031,Haringey 016D,564,65.4,7.3,38.7,32189,31.8,51.8,3.9,40
E01001991,Haringey 017A,308,43.2,3.7,9.9,63585,41.9,53.5,2.3,64
E01001992,Haringey 017B,262,28.7,3.2,10.6,80295,29.3,28,5.2,63.2
E01001993,Haringey 017C,194,23.8,2.9,4.9,84510,25.8,14.4,1.9,69.8
E01001995,Haringey 017D,435,28.5,2.1,10.7,43624,22.9,12,1.2,40.1
E01001980,Haringey 018A,449,50.5,3.1,30,30592,29,34,8.8,29
E01001981,Haringey 018B,451,58.9,5.4,28,30278,26.5,37.1,6.4,28.6
E01001982,Haringey 018C,406,56.8,3.2,27.4,30900,31.7,33.7,14.5,30.5
E01001983,Haringey 018D,367,46.4,3,23.4,34334,25,26.8,8.4,36
E01002083,Haringey 019A,368,52.3,4.5,31.3,35954,28,37.4,2.5,32.8
E01002084,Haringey 019B,421,51.4,2.8,29.4,33766,32,31.7,6.2,35.4
E01002085,Haringey 019C,583,61.8,7,33.1,31465,25.7,38.6,1.9,38
E01002087,Haringey 019D,417,61.9,5.8,31.8,31536,41,37.3,10.8,34.8
E01002014,Haringey 020B,377,48.8,4,10.5,47056,38,41.2,5,57.6
E01002015,Haringey 020C,270,52.4,3.4,11.4,38493,35.3,15.4,1.8,43
E01002018,Haringey 020D,209,42.4,1.8,8.3,43250,30.6,14.5,2.4,47.5
E01033085,Haringey 020E,492,59.3,3.3,17.1,35437,44.3,43.1,2.2,54.4
E01033086,Haringey 020F,219,61.7,2.6,25.6,24724,36.3,13.3,1.2,27.7
E01002020,Haringey 021A,316,41.9,3.8,9.8,55755,35.4,35.1,2.5,55.6
E01002022,Haringey 021B,435,49.1,3.8,13,60680,37.4,59.5,3.6,63.7
E01002023,Haringey 021C,222,31.2,3.3,6.6,68961,32.2,20.4,3.6,64.3
E01002025,Haringey 021D,274,24.6,2.4,5.4,80198,24.5,28.4,4.3,70.7
E01002013,Haringey 022A,191,31.9,2.5,4.9,61536,27.7,20.5,2.5,61.7
E01002019,Haringey 022B,213,19.5,3,4.2,73427,20.5,16.5,1.8,64
E01002021,Haringey 022C,228,25.9,2.9,5.1,72596,31.3,17.6,2.1,64.3
E01002024,Haringey 022D,208,34.3,3.3,7.9,61065,30.3,19.7,0.9,55.7
E01001998,Haringey 023A,629,58.7,6.3,24.6,42159,30.8,48.9,8,49.3
E01001999,Haringey 023B,556,62,4.5,29.3,37262,30,46.4,12.8,45.9
E01002003,Haringey 023C,625,72.1,6.7,36.1,29287,37.8,53.7,5.4,35.5
E01002004,Haringey 023D,559,52.5,5.7,22.7,39026,26.8,31.7,3.1,46.4
E01002067,Haringey 024A,391,59.6,3.2,31.1,27511,37.6,22.4,4.9,26.1
E01002069,Haringey 024B,464,73.5,6.1,34.4,27744,44.1,39.4,6.1,27.8
E01002070,Haringey 024C,438,54.9,4.1,24.8,31588,29,34.6,1.7,36.3
E01002073,Haringey 024D,434,63.6,5.7,33.3,28336,32.9,28.2,2,26.5
E01002066,Haringey 025A,420,68.6,7.1,29.6,26599,38,21.1,1.6,25.9
E01002068,Haringey 025B,508,64.4,6.7,26.8,31116,31.9,41.3,4.2,32.9
E01002071,Haringey 025C,355,67.4,7,34.4,24531,36.3,24.4,4.9,26.1
E01002072,Haringey 025D,557,67.6,7,27.8,27472,33.2,25.7,2.2,30
E01002043,Haringey 026A,518,59.6,3.5,36.4,31401,27.2,44.3,3,35.2
E01002045,Haringey 026B,463,55.7,3.3,32.8,30175,30.3,32,1.8,30
E01002046,Haringey 026C,352,61.5,4.2,27.5,28955,36.7,24.4,2,25.9
E01002049,Haringey 026D,461,55.9,3.1,26.4,29786,31.1,23.1,1.5,29.3
E01002042,Haringey 027A,372,55.5,3.7,27.7,34118,28.1,39.2,4.1,37.7
E01002044,Haringey 027B,544,70.1,4.3,29.6,34938,29.9,47.2,5.1,41.5
E01002047,Haringey 027C,571,61,4.6,28.5,35088,24.5,44.1,2.1,44
E01002048,Haringey 027D,525,58,4.9,26.1,33464,26.2,32.5,2.1,38.2
E01002016,Haringey 028A,419,47.7,4.3,12.7,48156,31.6,27.4,5.4,54.8
E01002017,Haringey 028B,519,48.2,4,8.7,52407,36.9,33.6,2.5,54.6
E01002059,Haringey 028C,336,44.4,3.4,11.1,48931,33.4,18.6,6.2,50.6
E01002060,Haringey 028D,322,42.1,3.2,7.3,62141,30.5,28.3,1.7,63.7
E01002050,Haringey 029A,330,41.1,5.2,22.5,38667,17.1,40.7,7,19.7
E01002051,Haringey 029B,409,66.9,6.6,34.5,30135,35.2,38.5,8.4,25.4
E01002052,Haringey 029C,337,40.5,2.7,17.1,36622,19,32.5,4.4,20
E01002055,Haringey 029D,317,50.4,6.2,23.9,37807,21.7,41.7,10.1,22
E01001994,Haringey 030A,385,33,3.3,10.4,65407,30.4,35.1,3.9,59.2
E01002008,Haringey 030B,183,28.3,2.7,7.2,84722,33.7,23.5,8.9,60
E01002010,Haringey 030C,234,32.9,2.9,6.8,62144,30.5,20.8,3.6,57
E01002011,Haringey 030D,332,44.2,4.3,10,59737,34.6,34,2.1,62.4
E01002000,Haringey 031A,442,58.4,3.9,23.6,42503,32,39.4,12,49.6
E01002001,Haringey 031B,520,59.4,4.7,21.7,42996,33.1,44.8,11.7,52.4
E01002002,Haringey 031C,579,66.1,5.3,25.4,35513,35.1,50.1,13.1,48.4
E01002058,Haringey 031D,543,61.7,5,26.1,35721,29.4,44.3,3.4,45.5
E01002053,Haringey 032A,404,60.5,5.9,25.8,28266,33.2,26.2,8.9,27.1
E01002054,Haringey 032B,381,67.4,4.5,35,23816,34.3,18.8,1.4,22.5
E01002056,Haringey 032C,519,63.3,4,27.1,30217,40.7,28.9,3.2,35
E01002057,Haringey 032D,473,52.8,2.3,24.6,32245,22.3,32.3,4,37.1
E01001984,Haringey 033A,273,44.6,3,14.3,58869,47.6,39.1,2.9,63.2
E01001985,Haringey 033B,272,33.7,2.9,6.6,71925,40.4,31.6,3.5,71.3
E01001987,Haringey 033C,298,28,3.7,9.3,77033,28.9,32.8,3.1,71.4
E01001989,Haringey 033D,295,34.7,2.9,6.5,68369,34.2,27.2,2.9,66.2
E01001986,Haringey 034A,292,41.5,3.1,9.4,63849,37,30.6,1.2,64.6
E01001988,Haringey 034B,304,44.8,3.8,8.2,60858,42.9,40.6,2.2,64.4
E01001990,Haringey 034C,664,47.4,4,6.9,58119,35.6,53.9,3.3,67.4
E01002062,Haringey 034D,392,50.4,4.1,8.1,55795,33.7,38.2,7.5,65
E01002005,Haringey 035A,420,50,4.3,14.2,63872,35.3,54.9,4.7,70.6
E01002006,Haringey 035B,361,48.6,3.8,10.6,62864,38.4,44.2,3.5,68.4
E01002007,Haringey 035C,332,42.4,4.8,8.9,70923,37.3,41.1,3.5,72.7
E01002009,Haringey 035D,425,37.7,4.7,6.6,74406,35.2,38.6,3,67.4
E01002061,Haringey 036A,396,48.5,3.9,8.3,60283,25.9,34,12.8,68.5
E01002063,Haringey 036B,391,55.5,4.2,10.9,50120,35.8,31.7,7.2,61.2
E01002064,Haringey 036C,377,62.3,6.3,15.9,37131,33,27.5,6.8,49.9
E01002065,Haringey 036D,504,68.8,7.4,13.3,47393,39.6,42.1,7.4,61.6
E01002034,Haringey 037A,360,70.5,4.9,34.5,22611,39.6,23.7,1.9,18.1
E01002038,Haringey 037B,342,71.5,5,38.7,23173,37.3,36.6,8.8,18.8
E01002041,Haringey 037C,400,58.7,4.6,24.2,26647,32.9,25.8,1.6,25.7
E01032575,Haringey 037D,389,56.4,4.1,28.7,26185,28.7,21.4,3.4,22.7
E01002755,Islington 001A,270,62.7,3.7,13.2,41438,45.5,9.6,2.3,36.7
E01002756,Islington 001B,277,54.3,4.1,8,59032,37.9,25.7,2.9,54.5
E01002758,Islington 001C,379,67.8,3.4,18.1,36945,39.2,17.5,2.7,32.8
E01002804,Islington 001D,400,69,3.9,14.7,40787,39.4,24.9,3.1,39.5
E01002807,Islington 001E,481,69.8,3.9,18,40892,39.4,27.7,2.7,36.9
E01002811,Islington 001F,299,58.6,4,14.6,44362,39.2,14.7,3.6,42
E01002753,Islington 002A,404,63.3,4.6,15.3,41893,40.7,26.2,1.4,39.2
E01002754,Islington 002B,334,47.7,5.7,13,72448,27.5,29.3,4.5,56.3
E01002757,Islington 002C,306,48.5,3.2,10.7,52427,27.1,15.6,1.5,46.6
E01002759,Islington 002D,375,48,5.2,8.2,67035,29.4,22.6,3.9,52.9
E01002760,Islington 002E,365,65,3.7,16.1,37979,34.2,15,2,29
E01002772,Islington 002F,535,68,7,13.7,46020,40.9,30.1,3.9,49.7
E01002735,Islington 003A,468,73.1,7.7,19.6,44207,40.5,41.7,3,48.2
E01002805,Islington 003B,529,69.1,6.1,14.4,49644,35.5,45.6,5.1,55.3
E01002806,Islington 003C,380,56.9,4.9,11.7,55996,36.1,20.5,3,53
E01002808,Islington 003D,522,61.1,3.9,15.3,49333,34.3,31.7,4.8,48.1
E01002809,Islington 003E,462,63.6,5,14.4,45814,36.9,27.4,2.9,44.1
E01002810,Islington 003F,378,66.4,4.6,15.2,45175,39.6,20.5,1.7,41.6
E01002768,Islington 004A,342,64.4,4.9,10,48137,48.8,21.2,3.7,45.5
E01002770,Islington 004B,400,63.6,6.8,14.1,56909,37.6,34.8,3.1,52.9
E01002771,Islington 004C,330,58.1,5.9,12.7,49380,35.7,22.8,1.6,48.5
E01002773,Islington 004D,298,73.7,6.6,19.1,34078,49.1,12.4,2.4,27.9
E01002774,Islington 004E,577,63.3,6.5,13.3,48133,39.1,28.3,5.9,47.6
E01002732,Islington 005A,471,70.6,7.5,19.1,38104,41.7,20.2,5,34.9
E01002734,Islington 005B,467,77.6,8,31,32183,35.2,34.3,5.3,28.3
E01002736,Islington 005C,286,66.7,6.2,23.9,34285,40.3,10.1,2.1,22.4
E01002737,Islington 005D,457,66.5,4.6,25.1,35856,33.4,18,1.5,29.8
E01002751,Islington 005E,463,70.6,7.1,25.1,38866,44.7,18.8,1.7,33.4
E01002742,Islington 006A,370,47.6,4.4,7.4,83415,27.6,31.9,5.9,67.6
E01002747,Islington 006B,481,56.3,7.2,12.4,72560,29.6,34.1,3.4,57.9
E01002748,Islington 006C,380,66.7,7.2,17.5,44049,40.6,26.7,3.2,44.9
E01002749,Islington 006D,308,56.9,5.6,14.4,51668,27.2,17.8,1.7,48.3
E01033493,Islington 006F,630,60.2,4.5,10.1,84128,31.8,67.5,6.8,80.4
E01033494,Islington 006G,429,50.3,5,8.3,78930,30,29.5,5.1,63.5
E01002730,Islington 007A,639,70.3,7.2,19.5,46077,38.4,44.2,4.5,48.1
E01002731,Islington 007B,885,70.1,6.4,19.7,48037,38.1,43.2,4,53.7
E01002733,Islington 007C,456,55.5,5.1,12.4,65097,26.9,33.9,3.9,60.6
E01002763,Islington 007D,536,70.3,6.9,16.7,41819,43.3,31.8,1.8,37.5
E01002769,Islington 008A,699,56.8,4.4,11.8,61909,39.7,28,5.9,51.3
E01002785,Islington 008B,404,52.9,4.5,11.3,67136,34.4,28,2.9,54.7
E01002788,Islington 008C,468,60.9,3.9,9.2,64958,40.8,31.7,5.3,60.9
E01002789,Islington 008D,393,43.2,4.5,7.2,83387,30,25.2,3.7,67.9
E01002738,Islington 009A,368,57.7,4.7,10.6,64973,41.5,23.2,1.9,57.3
E01002741,Islington 009B,396,64.8,3.4,18.9,38063,39.2,18.3,0.8,34.9
E01002743,Islington 009C,407,61,3.2,14.5,56239,33.9,28.4,3.6,53.8
E01002744,Islington 009D,326,59.8,3.4,9.8,66931,43.1,23.7,1.6,59.6
E01002752,Islington 009E,359,58.5,4.2,11.1,53065,31.6,17.7,4.7,50.2
E01002764,Islington 010A,488,66.8,5.3,13.9,42786,35.8,23.5,5.7,42.6
E01002783,Islington 010B,403,74.8,4.2,13.8,39740,47.4,21.2,6.3,36.3
E01002784,Islington 010C,439,63.3,4.1,16.5,41708,35.1,21.3,2.7,36.7
E01002786,Islington 010D,510,69.1,5.6,16.5,41120,38.6,27.7,1.4,42.6
E01002787,Islington 010E,572,68.2,5,17.3,41816,35.1,25.4,3,33.5
E01002762,Islington 011C,665,61.2,6.1,13.3,59401,34.2,36.7,4.1,57.1
E01002767,Islington 011D,584,67.5,6.5,17.7,41676,40.2,18.1,2.3,37
E01033486,Islington 011E,334,64.2,6.4,15.5,44526,32.2,22.8,3.6,43.8
E01033487,Islington 011F,476,72.6,5.7,19.2,63799,30.3,46.4,6.4,70.4
E01033488,Islington 011G,417,75.2,6.1,16.9,44992,35.4,24.2,3.1,47.4
E01033491,Islington 011H,594,76.5,6.6,20.8,47423,44.5,45,13.7,53.5
E01033492,Islington 011I,547,67.2,5.1,12.7,69221,36.5,46.7,4.6,73.8
E01002777,Islington 012A,445,68.1,6.7,10.4,56334,43.1,25.3,5.8,54.2
E01002778,Islington 012B,453,72,6.7,19.1,34964,35.9,18.3,1.2,32.1
E01002779,Islington 012C,643,60.2,4.9,11.7,60907,38.9,31.5,2.7,61.7
E01002781,Islington 012D,355,65.7,5,13,46286,39.1,17.4,1.5,41
E01002782,Islington 012E,335,69.3,5.8,24.5,37209,32.3,14,2.1,30.5
E01002739,Islington 013A,442,53.8,5.9,9.2,78627,35.5,25.2,3.3,63
E01002740,Islington 013B,435,50,7,8.4,88818,34.6,31.6,2.5,70.9
E01002745,Islington 013C,335,54.3,3.7,8.7,70992,38,23.8,5.9,59.1
E01002795,Islington 013D,597,66.3,7,12.5,55319,29.3,33.3,9.5,52.7
E01002796,Islington 013E,292,58.9,6.6,12.7,64313,40.1,28,5.3,55.9
E01002716,Islington 014A,616,69,6.9,13,41057,37,22,1.6,40.2
E01002718,Islington 014B,481,57.6,6.2,10.3,75937,38.3,36.9,4.1,62.2
